story,sentence,word,pos,lemma,nchar
Waiting,277,fern,NN,fern,4
Waiting,277,",",",",",",1
Waiting,277,aphids,NNS,aphid,6
Waiting,277,had,VBD,have,3
Waiting,277,joined,VBN,join,6
Waiting,277,in,IN,in,2
Waiting,277,hundreds,NNS,hundred,8
Waiting,277,;,:,;,1
Waiting,277,but,CC,but,3
Waiting,277,they,PP,they,4
Waiting,277,were,VBD,be,4
Waiting,277,not,RB,not,3
Waiting,277,communicating,VBG,communicate,13
Waiting,277,",",",",",",1
Waiting,277,their,PP$,their,5
Waiting,277,microscopic,JJ,microscopic,11
Waiting,277,minds,NNS,mind,5
Waiting,277,concentrated,VBN,concentrate,12
Waiting,277,on,IN,on,2
Waiting,277,feeding,VBG,feed,7
Waiting,277,only,RB,only,4
Waiting,277,.,SENT,.,1
Waiting,278,The,DT,the,3
Waiting,278,enormous,JJ,enormous,8
Waiting,278,variety,NN,variety,7
Waiting,278,of,IN,of,2
Waiting,278,species,NNS,species,7
Waiting,278,was,VBD,be,3
Waiting,278,so,RB,so,2
Waiting,278,confusing,JJ,confusing,9
Waiting,278,that,IN,that,4
Waiting,278,I,PP,i,1
Waiting,278,turned,VBD,turn,6
Waiting,278,my,PP$,my,2
Waiting,278,attention,NN,attention,9
Waiting,278,back,RB,back,4
Waiting,278,to,TO,to,2
Waiting,278,the,DT,the,3
Waiting,278,inside,NN,inside,6
Waiting,278,of,IN,of,2
Waiting,278,the,DT,the,3
Waiting,278,building,NN,building,8
Waiting,278,and,CC,and,3
Waiting,278,its,PP$,its,3
Waiting,278,activity,NN,activity,8
Waiting,278,.,SENT,.,1
Waiting,279,Amongst,IN,amongst,7
Waiting,279,all,PDT,all,3
Waiting,279,the,DT,the,3
Waiting,279,motion,NN,motion,6
Waiting,279,and,CC,and,3
Waiting,279,change,NN,change,6
Waiting,279,",",",",",",1
Waiting,279,one,CD,one,3
Waiting,279,spot,NN,spot,4
Waiting,279,stood,VBD,stand,5
Waiting,279,out,RP,out,3
Waiting,279,because,IN,because,7
Waiting,279,of,IN,of,2
Waiting,279,the,DT,the,3
Waiting,279,calmness,NN,calmness,8
Waiting,279,it,PP,it,2
Waiting,279,radiated,VBD,radiate,8
Waiting,279,.,SENT,.,1
Waiting,280,It,PP,it,2
Waiting,280,was,VBD,be,3
Waiting,280,a,DT,a,1
Waiting,280,puddle,NN,puddle,6
Waiting,280,of,IN,of,2
Waiting,280,pasteurized,VBN,pasteurize,11
Waiting,280,milk,NN,milk,4
Waiting,280,somebody,NN,somebody,8
Waiting,280,had,VBD,have,3
Waiting,280,spilled,VBN,spill,7
Waiting,280,",",",",",",1
Waiting,280,and,CC,and,3
Waiting,280,there,EX,there,5
Waiting,280,was,VBD,be,3
Waiting,280,a,DT,a,1
Waiting,280,deadly,JJ,deadly,6
Waiting,280,silence,NN,silence,7
Waiting,280,about,IN,about,5
Waiting,280,it,PP,it,2
Waiting,280,that,WDT,that,4
Waiting,280,made,VBD,make,4
Waiting,280,me,PP,me,2
Waiting,280,shiver,VB,shiver,6
Waiting,280,.,SENT,.,1
Waiting,281,I,PP,i,1
Waiting,281,could,MD,could,5
Waiting,281,discern,VB,discern,7
Waiting,281,the,DT,the,3
Waiting,281,dead,JJ,dead,4
Waiting,281,bodies,NNS,body,6
Waiting,281,of,IN,of,2
Waiting,281,some,DT,some,4
Waiting,281,lactobacilli,NNS,lactobacillus,12
Waiting,281,.,SENT,.,1
Waiting,282,They,PP,they,4
Waiting,282,gave,VBD,give,4
Waiting,282,me,PP,me,2
Waiting,282,a,DT,a,1
Waiting,282,sense,NN,sense,5
Waiting,282,of,IN,of,2
Waiting,282,decay,NN,decay,5
Waiting,282,",",",",",",1
Waiting,282,the,DT,the,3
Waiting,282,sadness,NN,sadness,7
Waiting,282,of,IN,of,2
Waiting,282,a,DT,a,1
Waiting,282,deserted,VBN,desert,8
Waiting,282,world,NN,world,5
Waiting,282,.,SENT,.,1
Waiting,283,A,DT,a,1
Waiting,283,bell,NN,bell,4
Waiting,283,announced,VBD,announce,9
Waiting,283,the,DT,the,3
Waiting,283,end,NN,end,3
Waiting,283,of,IN,of,2
Waiting,283,the,DT,the,3
Waiting,283,break,NN,break,5
Waiting,283,.,SENT,.,1
Waiting,284,My,PP$,my,2
Waiting,284,mind,NN,mind,4
Waiting,284,snapped,VBD,snap,7
Waiting,284,back,RB,back,4
Waiting,284,to,TO,to,2
Waiting,284,reality,NN,reality,7
Waiting,284,",",",",",",1
Waiting,284,and,CC,and,3
Waiting,284,I,PP,i,1
Waiting,284,realized,VBD,realize,8
Waiting,284,that,IN,that,4
Waiting,284,I,PP,i,1
Waiting,284,had,VBD,have,3
Waiting,284,been,VBN,be,4
Waiting,284,waiting,VBG,wait,7
Waiting,284,in,IN,in,2
Waiting,284,vain,JJ,vain,4
Waiting,284,.,SENT,.,1
Waiting,285,Slowly,RB,slowly,6
Waiting,285,",",",",",",1
Waiting,285,sadly,RB,sadly,5
Waiting,285,",",",",",",1
Waiting,285,I,PP,i,1
Waiting,285,made,VBD,make,4
Waiting,285,my,PP$,my,2
Waiting,285,way,NN,way,3
Waiting,285,back,RB,back,4
Waiting,285,to,TO,to,2
Waiting,285,the,DT,the,3
Waiting,285,classroom,NN,classroom,9
Waiting,285,",",",",",",1
Waiting,285,almost,RB,almost,6
Waiting,285,stepping,VBG,step,8
Waiting,285,into,IN,into,4
Waiting,285,the,DT,the,3
Waiting,285,puddle,NN,puddle,6
Waiting,285,of,IN,of,2
Waiting,285,pasteurized,VBN,pasteurize,11
Waiting,285,milk,NN,milk,4
Waiting,285,.,SENT,.,1
A Thrilling Experience,286,Tick,NN,tick,4
A Thrilling Experience,286,.,SENT,.,1
A Thrilling Experience,287,A,DT,a,1
A Thrilling Experience,287,clock,NN,clock,5
A Thrilling Experience,287,.,SENT,.,1
A Thrilling Experience,288,Tick,VB,tick,4
A Thrilling Experience,288,",",",",",",1
A Thrilling Experience,288,tick,VB,tick,4
A Thrilling Experience,288,.,SENT,.,1
A Thrilling Experience,289,Of,IN,of,2
A Thrilling Experience,289,the,DT,the,3
A Thrilling Experience,289,old-fashioned,JJ,old-fashioned,13
A Thrilling Experience,289,type,NN,type,4
A Thrilling Experience,289,:,:,:,1
A Thrilling Experience,290,round,NN,round,5
A Thrilling Experience,290,",",",",",",1
A Thrilling Experience,290,with,IN,with,4
A Thrilling Experience,290,hands,NNS,hand,5
A Thrilling Experience,290,;,:,;,1
A Thrilling Experience,290,no,DT,no,2
A Thrilling Experience,290,liquid-crystal,JJ,liquid-crystal,14
A Thrilling Experience,290,display,NN,display,7
A Thrilling Experience,290,",",",",",",1
A Thrilling Experience,290,no,DT,no,2
A Thrilling Experience,290,fancy,JJ,fancy,5
A Thrilling Experience,290,picture,NN,picture,7
A Thrilling Experience,290,in,IN,in,2
A Thrilling Experience,290,the,DT,the,3
A Thrilling Experience,290,background,NN,background,10
A Thrilling Experience,290,.,SENT,.,1
A Thrilling Experience,291,Tick,VB,tick,4
A Thrilling Experience,291,",",",",",",1
A Thrilling Experience,291,tick,VB,tick,4
A Thrilling Experience,291,",",",",",",1
A Thrilling Experience,291,tick,VB,tick,4
A Thrilling Experience,291,.,SENT,.,1
A Thrilling Experience,292,It,PP,it,2
A Thrilling Experience,292,showed,VBD,show,6
A Thrilling Experience,292,half,DT,half,4
A Thrilling Experience,292,past,JJ,past,4
A Thrilling Experience,292,three,CD,three,5
A Thrilling Experience,292,",",",",",",1
A Thrilling Experience,292,a.m.,RB,a.m.,4
A Thrilling Experience,292,.,SENT,.,1
A Thrilling Experience,293,Or,CC,or,2
A Thrilling Experience,293,it,PP,it,2
A Thrilling Experience,293,would,MD,would,5
A Thrilling Experience,293,have,VB,have,4
A Thrilling Experience,293,",",",",",",1
A Thrilling Experience,293,had,VBD,have,3
A Thrilling Experience,293,there,RB,there,5
A Thrilling Experience,293,been,VBN,be,4
A Thrilling Experience,293,any,DT,any,3
A Thrilling Experience,293,light,NN,light,5
A Thrilling Experience,293,.,SENT,.,1
A Thrilling Experience,294,For,IN,for,3
A Thrilling Experience,294,it,PP,it,2
A Thrilling Experience,294,was,VBD,be,3
A Thrilling Experience,294,dark,JJ,dark,4
A Thrilling Experience,294,in,IN,in,2
A Thrilling Experience,294,the,DT,the,3
A Thrilling Experience,294,house,NN,house,5
A Thrilling Experience,294,--,:,--,2
A Thrilling Experience,294,pitch,NN,pitch,5
A Thrilling Experience,294,",",",",",",1
A Thrilling Experience,294,jet,NN,jet,3
A Thrilling Experience,294,",",",",",",1
A Thrilling Experience,294,raven,NN,raven,5
A Thrilling Experience,294,",",",",",",1
A Thrilling Experience,294,absolutely,RB,absolutely,10
A Thrilling Experience,294,",",",",",",1
A Thrilling Experience,294,totally,RB,totally,7
A Thrilling Experience,294,black,JJ,black,5
A Thrilling Experience,294,.,SENT,.,1
A Thrilling Experience,295,Perfectly,RB,perfectly,9
A Thrilling Experience,295,normal,JJ,normal,6
A Thrilling Experience,295,",",",",",",1
A Thrilling Experience,295,though,RB,though,6
A Thrilling Experience,295,.,SENT,.,1
A Thrilling Experience,296,Why,WRB,why,3
A Thrilling Experience,296,should,MD,should,6
A Thrilling Experience,296,there,RB,there,5
A Thrilling Experience,296,be,VB,be,2
A Thrilling Experience,296,a,DT,a,1
A Thrilling Experience,296,light,NN,light,5
A Thrilling Experience,296,with,IN,with,4
A Thrilling Experience,296,no-one,CD,no-one,6
A Thrilling Experience,296,around,RB,around,6
A Thrilling Experience,296,to,TO,to,2
A Thrilling Experience,296,look,VB,look,4
A Thrilling Experience,296,at,IN,at,2
A Thrilling Experience,296,the,DT,the,3
A Thrilling Experience,296,clock,NN,clock,5
A Thrilling Experience,296,?,SENT,?,1
A Thrilling Experience,297,Suddenly,RB,suddenly,8
A Thrilling Experience,297,",",",",",",1
A Thrilling Experience,297,a,DT,a,1
A Thrilling Experience,297,sound,NN,sound,5
A Thrilling Experience,297,interrupted,VBN,interrupt,11
A Thrilling Experience,297,the,DT,the,3
A Thrilling Experience,297,silence,NN,silence,7
A Thrilling Experience,297,of,IN,of,2
A Thrilling Experience,297,the,DT,the,3
A Thrilling Experience,297,night,NN,night,5
A Thrilling Experience,297,.,SENT,.,1
A Thrilling Experience,298,A,DT,a,1
A Thrilling Experience,298,faint,JJ,faint,5
A Thrilling Experience,298,click,NN,click,5
A Thrilling Experience,298,",",",",",",1
A Thrilling Experience,298,hardly,RB,hardly,6
A Thrilling Experience,298,audible,JJ,audible,7
A Thrilling Experience,298,;,:,;,1
A Thrilling Experience,298,like,IN,like,4
A Thrilling Experience,298,the,DT,the,3
A Thrilling Experience,298,leap,NN,leap,4
A Thrilling Experience,298,of,IN,of,2
A Thrilling Experience,298,a,DT,a,1
A Thrilling Experience,298,grasshopper,NN,grasshopper,11
A Thrilling Experience,298,",",",",",",1
A Thrilling Experience,298,the,DT,the,3
A Thrilling Experience,298,distant,JJ,distant,7
A Thrilling Experience,298,echo,NN,echo,4
A Thrilling Experience,298,of,IN,of,2
A Thrilling Experience,298,an,DT,an,2
A Thrilling Experience,298,ignition,NN,ignition,8
A Thrilling Experience,298,key,NN,key,3
A Thrilling Experience,298,being,VBG,be,5
A Thrilling Experience,298,turned,VBN,turn,6
A Thrilling Experience,298,.,SENT,.,1
A Thrilling Experience,299,The,DT,the,3
A Thrilling Experience,299,click,NN,click,5
A Thrilling Experience,299,was,VBD,be,3
A Thrilling Experience,299,followed,VBN,follow,8
A Thrilling Experience,299,by,IN,by,2
A Thrilling Experience,299,a,DT,a,1
A Thrilling Experience,299,crescendoeing,JJ,crescendoeing,13
A Thrilling Experience,299,rustle,NN,rustle,6
A Thrilling Experience,299,;,:,;,1
A Thrilling Experience,299,the,DT,the,3
A Thrilling Experience,299,rustle,NN,rustle,6
A Thrilling Experience,299,of,IN,of,2
A Thrilling Experience,299,autumn,NN,autumn,6
A Thrilling Experience,299,leaves,NNS,leaf,6
A Thrilling Experience,299,",",",",",",1
A Thrilling Experience,299,at,IN,at,2
A Thrilling Experience,299,first,RB,first,5
A Thrilling Experience,299,rustling,VBG,rustle,8
A Thrilling Experience,299,in,IN,in,2
A Thrilling Experience,299,the,DT,the,3
A Thrilling Experience,299,chilly,JJ,chilly,6
A Thrilling Experience,299,breeze,NN,breeze,6
A Thrilling Experience,299,",",",",",",1
A Thrilling Experience,299,then,RB,then,4
A Thrilling Experience,299,falling,VBG,fall,7
A Thrilling Experience,299,to,TO,to,2
A Thrilling Experience,299,the,DT,the,3
A Thrilling Experience,299,ground,NN,ground,6
A Thrilling Experience,299,;,:,;,1
A Thrilling Experience,299,finally,RB,finally,7
A Thrilling Experience,299,",",",",",",1
A Thrilling Experience,299,scrambled,VBD,scramble,9
A Thrilling Experience,299,and,CC,and,3
A Thrilling Experience,299,piled,VBD,pile,5
A Thrilling Experience,299,up,RP,up,2
A Thrilling Experience,299,by,IN,by,2
A Thrilling Experience,299,the,DT,the,3
A Thrilling Experience,299,broom,NN,broom,5
A Thrilling Experience,299,of,IN,of,2
A Thrilling Experience,299,a,DT,a,1
A Thrilling Experience,299,road,NN,road,4
A Thrilling Experience,299,sweeper,NN,sweeper,7
A Thrilling Experience,299,.,SENT,.,1
A Thrilling Experience,300,The,DT,the,3
A Thrilling Experience,300,rustle,NN,rustle,6
A Thrilling Experience,300,subsided,VBD,subside,8
A Thrilling Experience,300,.,SENT,.,1
A Thrilling Experience,301,Once,RB,once,4
A Thrilling Experience,301,again,RB,again,5
A Thrilling Experience,301,the,DT,the,3
A Thrilling Experience,301,room,NN,room,4
A Thrilling Experience,301,lay,VBD,lay,3
A Thrilling Experience,301,in,IN,in,2
A Thrilling Experience,301,total,JJ,total,5
A Thrilling Experience,301,silence,NN,silence,7
A Thrilling Experience,301,;,:,;,1
A Thrilling Experience,301,but,CC,but,3
A Thrilling Experience,301,it,PP,it,2
A Thrilling Experience,301,was,VBD,be,3
A Thrilling Experience,301,n't,RB,n't,3
A Thrilling Experience,301,the,DT,the,3
A Thrilling Experience,301,same,JJ,same,4
A Thrilling Experience,301,as,RB,as,2
A Thrilling Experience,301,before,RB,before,6
A Thrilling Experience,301,.,SENT,.,1
A Thrilling Experience,302,Something,NN,something,9
A Thrilling Experience,302,had,VBD,have,3
A Thrilling Experience,302,changed,VBN,change,7
A Thrilling Experience,302,.,SENT,.,1
A Thrilling Experience,303,There,EX,there,5
A Thrilling Experience,303,was,VBD,be,3
A Thrilling Experience,303,a,DT,a,1
A Thrilling Experience,303,sense,NN,sense,5
A Thrilling Experience,303,of,IN,of,2
A Thrilling Experience,303,difference,NN,difference,10
A Thrilling Experience,303,that,IN,that,4
A Thrilling Experience,303,one,CD,one,3
A Thrilling Experience,303,just,RB,just,4
A Thrilling Experience,303,could,MD,could,5
A Thrilling Experience,303,not,RB,not,3
A Thrilling Experience,303,put,VB,put,3
A Thrilling Experience,303,one,CD,one,3
A Thrilling Experience,303,'s,POS,'s,2
A Thrilling Experience,303,finger,NN,finger,6
A Thrilling Experience,303,on,IN,on,2
A Thrilling Experience,303,.,SENT,.,1
A Thrilling Experience,304,So,RB,so,2
A Thrilling Experience,304,small,JJ,small,5
A Thrilling Experience,304,a,DT,a,1
A Thrilling Experience,304,change,NN,change,6
A Thrilling Experience,304,that,IN,that,4
A Thrilling Experience,304,even,RB,even,4
A Thrilling Experience,304,the,DT,the,3
A Thrilling Experience,304,most,RBS,most,4
A Thrilling Experience,304,discerning,JJ,discerning,10
A Thrilling Experience,304,owl,NN,owl,3
A Thrilling Experience,304,would,MD,would,5
A Thrilling Experience,304,not,RB,not,3
A Thrilling Experience,304,have,VB,have,4
A Thrilling Experience,304,noticed,VBN,notice,7
A Thrilling Experience,304,it,PP,it,2
A Thrilling Experience,304,.,SENT,.,1
A Thrilling Experience,305,Single,JJ,single,6
A Thrilling Experience,305,photons,NNS,photon,7
A Thrilling Experience,305,entered,VBN,enter,7
A Thrilling Experience,305,through,IN,through,7
A Thrilling Experience,305,a,DT,a,1
A Thrilling Experience,305,door,NN,door,4
A Thrilling Experience,305,that,WDT,that,4
A Thrilling Experience,305,was,VBD,be,3
A Thrilling Experience,305,ajar,RB,ajar,4
A Thrilling Experience,305,",",",",",",1
A Thrilling Experience,305,heralds,NNS,herald,7
A Thrilling Experience,305,of,IN,of,2
A Thrilling Experience,305,a,DT,a,1
A Thrilling Experience,305,glimpse,NN,glimpse,7
A Thrilling Experience,305,of,IN,of,2
A Thrilling Experience,305,light,NN,light,5
A Thrilling Experience,305,in,IN,in,2
A Thrilling Experience,305,the,DT,the,3
A Thrilling Experience,305,hallway,NN,hallway,7
A Thrilling Experience,305,.,SENT,.,1
A Thrilling Experience,306,Solitary,JJ,solitary,8
A Thrilling Experience,306,travellers,NNS,traveller,10
A Thrilling Experience,306,that,WDT,that,4
A Thrilling Experience,306,had,VBD,have,3
A Thrilling Experience,306,ended,VBN,end,5
A Thrilling Experience,306,up,RP,up,2
A Thrilling Experience,306,",",",",",",1
A Thrilling Experience,306,after,IN,after,5
A Thrilling Experience,306,an,DT,an,2
A Thrilling Experience,306,odyssey,NN,odyssey,7
A Thrilling Experience,306,of,IN,of,2
A Thrilling Experience,306,several,JJ,several,7
A Thrilling Experience,306,nanoseconds,NNS,nanosecond,11
A Thrilling Experience,306,",",",",",",1
A Thrilling Experience,306,in,IN,in,2
A Thrilling Experience,306,a,DT,a,1
A Thrilling Experience,306,place,NN,place,5
A Thrilling Experience,306,well,RB,well,4
A Thrilling Experience,306,hidden,VBN,hide,6
A Thrilling Experience,306,from,IN,from,4
A Thrilling Experience,306,the,DT,the,3
A Thrilling Experience,306,source,NN,source,6
A Thrilling Experience,306,of,IN,of,2
A Thrilling Experience,306,the,DT,the,3
A Thrilling Experience,306,light,NN,light,5
A Thrilling Experience,306,.,SENT,.,1
A Thrilling Experience,307,Then,RB,then,4
A Thrilling Experience,307,another,DT,another,7
A Thrilling Experience,307,noise,NN,noise,5
A Thrilling Experience,307,broke,VBD,break,5
A Thrilling Experience,307,the,DT,the,3
A Thrilling Experience,307,silence,NN,silence,7
A Thrilling Experience,307,.,SENT,.,1
A Thrilling Experience,308,Pouring,VBG,pour,7
A Thrilling Experience,308,water,NN,water,5
A Thrilling Experience,308,bubbled,VBN,bubble,7
A Thrilling Experience,308,softly,RB,softly,6
A Thrilling Experience,308,;,:,;,1
A Thrilling Experience,308,and,CC,and,3
A Thrilling Experience,308,in,IN,in,2
A Thrilling Experience,308,the,DT,the,3
A Thrilling Experience,308,darkness,NN,darkness,8
A Thrilling Experience,308,of,IN,of,2
A Thrilling Experience,308,the,DT,the,3
A Thrilling Experience,308,night,NN,night,5
A Thrilling Experience,308,it,PP,it,2
A Thrilling Experience,308,seemed,VBD,seem,6
A Thrilling Experience,308,to,TO,to,2
A Thrilling Experience,308,be,VB,be,2
A Thrilling Experience,308,blood,NN,blood,5
A Thrilling Experience,308,dripping,VBG,drip,8
A Thrilling Experience,308,off,RP,off,3
A Thrilling Experience,308,the,DT,the,3
A Thrilling Experience,308,wrist,NN,wrist,5
A Thrilling Experience,308,of,IN,of,2
A Thrilling Experience,308,a,DT,a,1
A Thrilling Experience,308,suicide,NN,suicide,7
A Thrilling Experience,308,.,SENT,.,1
A Thrilling Experience,309,The,DT,the,3
A Thrilling Experience,309,bubbling,VBG,bubble,8
A Thrilling Experience,309,went,VBD,go,4
A Thrilling Experience,309,on,RP,on,2
A Thrilling Experience,309,",",",",",",1
A Thrilling Experience,309,neither,CC,neither,7
A Thrilling Experience,309,growing,VBG,grow,7
A Thrilling Experience,309,louder,RBR,louder,6
A Thrilling Experience,309,nor,CC,nor,3
A Thrilling Experience,309,fading,VBG,fade,6
A Thrilling Experience,309,away,RP,away,4
A Thrilling Experience,309,.,SENT,.,1
A Thrilling Experience,310,Finally,RB,finally,7
A Thrilling Experience,310,it,PP,it,2
A Thrilling Experience,310,ceased,VBD,cease,6
A Thrilling Experience,310,",",",",",",1
A Thrilling Experience,310,and,CC,and,3
A Thrilling Experience,310,yet,RB,yet,3
A Thrilling Experience,310,there,EX,there,5
A Thrilling Experience,310,was,VBD,be,3
A Thrilling Experience,310,further,JJ,far,7
A Thrilling Experience,310,disturbance,NN,disturbance,11
A Thrilling Experience,310,.,SENT,.,1
A Thrilling Experience,311,This,DT,this,4
A Thrilling Experience,311,time,NN,time,4
A Thrilling Experience,311,it,PP,it,2
A Thrilling Experience,311,came,VBD,come,4
A Thrilling Experience,311,with,IN,with,4
A Thrilling Experience,311,a,DT,a,1
A Thrilling Experience,311,vengeance,NN,vengeance,9
A Thrilling Experience,311,.,SENT,.,1
A Thrilling Experience,312,Mightier,JJR,mighty,8
A Thrilling Experience,312,than,IN,than,4
A Thrilling Experience,312,incorporeal,JJ,incorporeal,11
A Thrilling Experience,312,photons,NNS,photon,7
A Thrilling Experience,312,or,CC,or,2
A Thrilling Experience,312,the,DT,the,3
A Thrilling Experience,312,vibrations,NN,vibration,10
A Thrilling Experience,312,of,IN,of,2
A Thrilling Experience,312,the,DT,the,3
A Thrilling Experience,312,air,NN,air,3
A Thrilling Experience,312,",",",",",",1
A Thrilling Experience,312,large,JJ,large,5
A Thrilling Experience,312,molecules,NNS,molecule,9
A Thrilling Experience,312,invaded,VBD,invade,7
A Thrilling Experience,312,the,DT,the,3
A Thrilling Experience,312,room,NN,room,4
A Thrilling Experience,312,",",",",",",1
A Thrilling Experience,312,dispersed,VBD,disperse,9
A Thrilling Experience,312,.,SENT,.,1
A Thrilling Experience,313,Flying,VBG,fly,6
A Thrilling Experience,313,fortresses,NNS,fortress,10
A Thrilling Experience,313,of,IN,of,2
A Thrilling Experience,313,the,DT,the,3
A Thrilling Experience,313,microcosm,NN,microcosm,9
A Thrilling Experience,313,",",",",",",1
A Thrilling Experience,313,they,PP,they,4
A Thrilling Experience,313,soon,RB,soon,4
A Thrilling Experience,313,had,VBD,have,3
A Thrilling Experience,313,taken,VBN,take,5
A Thrilling Experience,313,over,IN,over,4
A Thrilling Experience,313,every,DT,every,5
A Thrilling Experience,313,corner,NN,corner,6
A Thrilling Experience,313,of,IN,of,2
A Thrilling Experience,313,the,DT,the,3
A Thrilling Experience,313,room,NN,room,4
A Thrilling Experience,313,",",",",",",1
A Thrilling Experience,313,had,VBD,have,3
A Thrilling Experience,313,seeped,VBD,seep,6
A Thrilling Experience,313,into,IN,into,4
A Thrilling Experience,313,carpets,NNS,carpet,7
A Thrilling Experience,313,and,CC,and,3
A Thrilling Experience,313,wallpapers,NNS,wallpaper,10
A Thrilling Experience,313,.,SENT,.,1
A Thrilling Experience,314,The,DT,the,3
A Thrilling Experience,314,room,NN,room,4
A Thrilling Experience,314,surrendered,VBD,surrender,11
A Thrilling Experience,314,to,TO,to,2
A Thrilling Experience,314,the,DT,the,3
A Thrilling Experience,314,smell,NN,smell,5
A Thrilling Experience,314,",",",",",",1
A Thrilling Experience,314,every,DT,every,5
A Thrilling Experience,314,fibre,NN,fibre,5
A Thrilling Experience,314,of,IN,of,2
A Thrilling Experience,314,it,PP,it,2
A Thrilling Experience,314,captivated,VBD,captivate,10
A Thrilling Experience,314,by,IN,by,2
A Thrilling Experience,314,an,DT,an,2
A Thrilling Experience,314,unequalled,JJ,unequalled,10
A Thrilling Experience,314,fragrance,NN,fragrance,9
A Thrilling Experience,314,.,SENT,.,1
A Thrilling Experience,315,All,DT,all,3
A Thrilling Experience,315,of,IN,of,2
A Thrilling Experience,315,a,DT,a,1
A Thrilling Experience,315,sudden,JJ,sudden,6
A Thrilling Experience,315,",",",",",",1
A Thrilling Experience,315,with,IN,with,4
A Thrilling Experience,315,a,DT,a,1
A Thrilling Experience,315,second,JJ,second,6
A Thrilling Experience,315,faint,JJ,faint,5
A Thrilling Experience,315,click,NN,click,5
A Thrilling Experience,315,",",",",",",1
A Thrilling Experience,315,the,DT,the,3
A Thrilling Experience,315,light,NN,light,5
A Thrilling Experience,315,died,VBD,die,4
A Thrilling Experience,315,away,RB,away,4
A Thrilling Experience,315,.,SENT,.,1
A Thrilling Experience,316,For,IN,for,3
A Thrilling Experience,316,a,DT,a,1
A Thrilling Experience,316,moment,NN,moment,6
A Thrilling Experience,316,",",",",",",1
A Thrilling Experience,316,there,EX,there,5
A Thrilling Experience,316,was,VBD,be,3
A Thrilling Experience,316,nothing,NN,nothing,7
A Thrilling Experience,316,to,TO,to,2
A Thrilling Experience,316,hear,VB,hear,4
A Thrilling Experience,316,and,CC,and,3
A Thrilling Experience,316,see,VB,see,3
A Thrilling Experience,316,.,SENT,.,1
A Thrilling Experience,317,Then,RB,then,4
A Thrilling Experience,317,came,VBD,come,4
A Thrilling Experience,317,turmoil,NN,turmoil,7
A Thrilling Experience,317,.,SENT,.,1
A Thrilling Experience,318,Footsteps,NNS,footstep,9
A Thrilling Experience,318,shook,VBD,shake,5
A Thrilling Experience,318,the,DT,the,3
A Thrilling Experience,318,floor,NN,floor,5
A Thrilling Experience,318,and,CC,and,3
A Thrilling Experience,318,stirred,VBD,stir,7
A Thrilling Experience,318,the,DT,the,3
A Thrilling Experience,318,air,NN,air,3
A Thrilling Experience,318,like,IN,like,4
A Thrilling Experience,318,blastings,NNS,blasting,9
A Thrilling Experience,318,in,IN,in,2
A Thrilling Experience,318,a,DT,a,1
A Thrilling Experience,318,quarry,NN,quarry,6
A Thrilling Experience,318,.,SENT,.,1
A Thrilling Experience,319,One,PP,one,3
A Thrilling Experience,319,could,MD,could,5
A Thrilling Experience,319,sense,VB,sense,5
A Thrilling Experience,319,the,DT,the,3
A Thrilling Experience,319,approach,NN,approach,8
A Thrilling Experience,319,of,IN,of,2
A Thrilling Experience,319,a,DT,a,1
A Thrilling Experience,319,large,JJ,large,5
A Thrilling Experience,319,mass,NN,mass,4
A Thrilling Experience,319,;,:,;,1
A Thrilling Experience,319,a,DT,a,1
A Thrilling Experience,319,mass,NN,mass,4
A Thrilling Experience,319,as,IN,as,2
A Thrilling Experience,319,menacing,VBG,menace,8
A Thrilling Experience,319,as,IN,as,2
A Thrilling Experience,319,a,DT,a,1
A Thrilling Experience,319,gigantic,JJ,gigantic,8
A Thrilling Experience,319,asteroid,NN,asteroid,8
A Thrilling Experience,319,may,MD,may,3
A Thrilling Experience,319,seem,VB,seem,4
A Thrilling Experience,319,to,TO,to,2
A Thrilling Experience,319,a,DT,a,1
A Thrilling Experience,319,tiny,JJ,tiny,4
A Thrilling Experience,319,spaceship,NN,spaceship,9
A Thrilling Experience,319,.,SENT,.,1
A Thrilling Experience,320,The,DT,the,3
A Thrilling Experience,320,footsteps,NNS,footstep,9
A Thrilling Experience,320,reached,VBD,reach,7
A Thrilling Experience,320,the,DT,the,3
A Thrilling Experience,320,door,NN,door,4
A Thrilling Experience,320,",",",",",",1
A Thrilling Experience,320,and,CC,and,3
A Thrilling Experience,320,all,DT,all,3
A Thrilling Experience,320,hell,NN,hell,4
A Thrilling Experience,320,broke,VBD,break,5
A Thrilling Experience,320,loose,JJ,loose,5
A Thrilling Experience,320,.,SENT,.,1
A Thrilling Experience,321,The,DT,the,3
A Thrilling Experience,321,door,NN,door,4
A Thrilling Experience,321,squeaked,VBD,squeak,8
A Thrilling Experience,321,",",",",",",1
A Thrilling Experience,321,it,PP,it,2
A Thrilling Experience,321,squealed,VBD,squeal,8
A Thrilling Experience,321,",",",",",",1
A Thrilling Experience,321,then,RB,then,4
A Thrilling Experience,321,it,PP,it,2
A Thrilling Experience,321,swung,VBD,swing,5
A Thrilling Experience,321,open,RB,open,4
A Thrilling Experience,321,slowly,RB,slowly,6
A Thrilling Experience,321,.,SENT,.,1
A Thrilling Experience,322,A,DT,a,1
A Thrilling Experience,322,motion,NN,motion,6
A Thrilling Experience,322,so,RB,so,2
A Thrilling Experience,322,violent,JJ,violent,7
